age,gender,citizenship,event_location_region,date_of_event,date_of_death,type_of_injury,killed_by,year_of_death
17.0,M,Palestinian,West Bank,2016-12-18,2016-12-18,gunfire,Israeli security forces,2016
21.0,M,Palestinian,West Bank,2016-12-14,2016-12-14,gunfire,Israeli security forces,2016
18.0,M,Palestinian,West Bank,2016-12-08,2016-12-08,gunfire,Israeli security forces,2016
14.0,M,Palestinian,West Bank,2016-11-25,2016-11-25,gunfire,Israeli security forces,2016
48.0,M,Palestinian,West Bank,2016-11-22,2016-11-22,gunfire,Israeli security forces,2016
25.0,M,Palestinian,Gaza Strip,2016-11-18,2016-11-18,gunfire,Israeli security forces,2016
24.0,M,Palestinian,West Bank,2016-11-09,2017-02-10,gunfire,Israeli security forces,2017
23.0,M,Palestinian,West Bank,2016-11-03,2016-11-03,gunfire,Israeli security forces,2016
25.0,M,Palestinian,West Bank,2016-10-31,2016-10-31,gunfire,Israeli security forces,2016
25.0,M,Palestinian,West Bank,2016-10-30,2016-10-30,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-10-20,2016-10-20,gunfire,Israeli security forces,2016
19.0,F,Palestinian,West Bank,2016-10-19,2016-10-19,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-10-15,2016-12-23,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-10-11,2016-10-11,gunfire,Israeli security forces,2016
60.0,F,Israeli,West Bank,2016-10-09,2016-10-09,gunfire,Palestinian civilians,2016
39.0,M,Palestinian,West Bank,2016-10-09,2016-10-09,gunfire,Israeli security forces,2016
28.0,M,Palestinian,West Bank,2016-09-30,2016-09-30,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-09-20,2016-09-20,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-09-19,2016-09-19,gunfire,Israeli security forces,2016
16.0,M,Palestinian,West Bank,2016-09-19,2016-09-19,gunfire,Israeli security forces,2016
25.0,M,Palestinian,West Bank,2016-09-17,2016-09-17,gunfire,Israeli security forces,2016
17.0,M,Palestinian,West Bank,2016-09-16,2016-09-16,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-09-16,2016-09-16,gunfire,Israeli security forces,2016
30.0,M,Palestinian,West Bank,2016-09-15,2016-09-15,gunfire,Israeli security forces,2016
15.0,M,Palestinian,Gaza Strip,2016-09-09,2016-09-09,gunfire,Israeli security forces,2016
26.0,M,Palestinian,West Bank,2016-09-05,2016-09-05,gunfire,Israeli security forces,2016
36.0,M,Palestinian,West Bank,2016-08-26,2016-08-26,gunfire,Israeli security forces,2016
26.0,M,Palestinian,West Bank,2016-08-24,2016-08-24,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-08-16,2016-08-16,gunfire,Israeli security forces,2016
31.0,M,Palestinian,West Bank,2016-07-31,2016-07-31,gunfire,Israeli security forces,2016
29.0,M,Palestinian,West Bank,2016-07-27,2016-07-27,gunfire,Israeli security forces,2016
10.0,M,Palestinian,West Bank,2016-07-19,2016-07-19,gunfire,Israeli security forces,2016
50.0,M,Palestinian,West Bank,2016-07-18,2016-07-19,gunfire,Israeli security forces,2016
22.0,M,Palestinian,West Bank,2016-07-13,2016-07-13,gunfire,Israeli security forces,2016
27.0,F,Palestinian,West Bank,2016-07-01,2016-07-01,gunfire,Israeli security forces,2016
48.0,M,Israeli,West Bank,2016-07-01,2016-07-01,gunfire,Palestinian civilians,2016
16.0,M,Palestinian,West Bank,2016-06-30,2016-06-30,gunfire,Israeli civilians,2016
39.0,M,Palestinian,Israel,2016-06-30,2016-06-30,gunfire,Israeli civilians,2016
13.0,F,Israeli,West Bank,2016-06-30,2016-06-30,stabbing,Palestinian civilians,2016
18.0,F,Palestinian,West Bank,2016-06-24,2016-06-24,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-06-21,2016-06-21,gunfire,Israeli security forces,2016
58.0,M,Israeli,Israel,2016-06-08,2016-06-08,gunfire,Palestinian civilians,2016
42.0,M,Israeli,Israel,2016-06-08,2016-06-08,gunfire,Palestinian civilians,2016
33.0,F,Israeli,Israel,2016-06-08,2016-06-08,gunfire,Palestinian civilians,2016
19.0,M,Palestinian,West Bank,2016-06-02,2016-06-06,gunfire,Israeli security forces,2016
24.0,F,Palestinian,West Bank,2016-06-02,2016-06-02,gunfire,Israeli security forces,2016
18.0,F,Palestinian,West Bank,2016-05-23,2016-05-23,gunfire,Israeli security forces,2016
59.0,F,Palestinian,Gaza Strip,2016-05-05,2016-05-05,gunfire,Israeli security forces,2016
23.0,M,Palestinian,West Bank,2016-05-04,2016-06-19,gunfire,Israeli security forces,2016
36.0,M,Palestinian,West Bank,2016-05-03,2016-05-03,gunfire,Israeli security forces,2016
16.0,M,Palestinian,West Bank,2016-04-27,2016-04-27,gunfire,Israeli security forces,2016
23.0,F,Palestinian,West Bank,2016-04-27,2016-04-27,gunfire,Israeli security forces,2016
53.0,M,Palestinian,West Bank,2016-04-14,2016-04-14,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-03-24,2016-03-24,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-03-24,2016-03-24,gunfire,Israeli security forces,2016
16.0,M,Palestinian,West Bank,2016-03-19,2016-03-19,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-03-18,2016-03-18,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-03-17,2016-03-17,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-03-17,2016-03-17,gunfire,Israeli security forces,2016
31.0,M,Palestinian,West Bank,2016-03-14,2016-03-14,gunfire,Israeli security forces,2016
21.0,M,Palestinian,West Bank,2016-03-14,2016-03-14,gunfire,Israeli security forces,2016
17.0,M,Palestinian,West Bank,2016-03-14,2016-03-14,gunfire,Israeli security forces,2016
6.0,F,Palestinian,Gaza Strip,2016-03-12,2016-03-12,gunfire,Israeli security forces,2016
9.0,M,Palestinian,Gaza Strip,2016-03-12,2016-03-12,gunfire,Israeli security forces,2016
19.0,M,Palestinian,Israel,2016-03-09,2016-03-09,gunfire,Israeli security forces,2016
20.0,M,Palestinian,Israel,2016-03-09,2016-03-09,gunfire,Israeli security forces,2016
16.0,M,Palestinian,West Bank,2016-03-09,2016-03-09,gunfire,Israeli security forces,2016
21.0,M,Palestinian,West Bank,2016-03-08,2016-03-08,gunfire,Israeli security forces,2016
50.0,F,Palestinian,West Bank,2016-03-08,2016-03-08,gunfire,Israeli security forces,2016
21.0,M,Palestinian,Israel,2016-03-08,2016-03-08,gunfire,Israeli security forces,2016
17.0,M,Palestinian,Israel,2016-03-08,2016-03-08,stabbing,Israeli civilians,2016
33.0,F,Palestinian,West Bank,2016-03-04,2016-03-04,gunfire,Israeli security forces,2016
17.0,M,Palestinian,West Bank,2016-03-02,2016-03-02,gunfire,Israeli security forces,2016
17.0,M,Palestinian,West Bank,2016-03-02,2016-03-02,gunfire,Israeli security forces,2016
21.0,M,Palestinian,West Bank,2016-03-01,2016-03-01,gunfire,Israeli security forces,2016
21.0,M,Palestinian,West Bank,2016-03-01,2016-03-15,gunfire,Israeli security forces,2016
16.0,M,American,West Bank,2016-02-26,2016-02-26,gunfire,Israeli security forces,2016
16.0,M,Palestinian,West Bank,2016-02-21,2016-02-21,gunfire,Israeli security forces,2016
21.0,M,Palestinian,West Bank,2016-02-19,2016-02-19,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-02-19,2016-02-19,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-02-19,2016-02-19,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-02-14,2016-02-14,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-02-14,2016-02-14,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-02-14,2016-02-14,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-02-14,2016-02-14,gunfire,Israeli security forces,2016
16.0,M,Palestinian,West Bank,2016-02-14,2016-02-14,gunfire,Israeli security forces,2016
18.0,F,Palestinian,West Bank,2016-02-13,2016-02-13,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-02-10,2016-02-10,gunfire,Israeli security forces,2016
13.0,M,Palestinian,West Bank,2016-02-05,2016-02-05,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-02-03,2016-02-03,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-02-03,2016-02-03,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-02-03,2016-02-03,gunfire,Israeli security forces,2016
17.0,M,Palestinian,West Bank,2016-02-01,2016-02-01,gunfire,Israeli security forces,2016
34.0,M,Palestinian,West Bank,2016-01-31,2016-01-31,gunfire,Israeli security forces,2016
22.0,M,Palestinian,West Bank,2016-01-25,2016-01-25,gunfire,Israeli civilians,2016
17.0,M,Palestinian,West Bank,2016-01-25,2016-01-25,gunfire,Israeli civilians,2016
23.0,F,Israeli,West Bank,2016-01-25,2016-01-26,stabbing,Palestinian civilians,2016
15.0,F,Palestinian,West Bank,2016-01-23,2016-01-23,gunfire,Israeli civilians,2016
38.0,F,Israeli,West Bank,2016-01-17,2016-01-17,stabbing,Palestinian civilians,2016
21.0,M,Palestinian,West Bank,2016-01-17,2016-01-17,gunfire,Israeli security forces,2016
25.0,M,Palestinian,Gaza Strip,2016-01-15,2016-01-15,gunfire,Israeli security forces,2016
18.0,M,Palestinian,Gaza Strip,2016-01-15,2016-01-15,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-01-14,2016-01-14,gunfire,Israeli security forces,2016
34.0,M,Palestinian,West Bank,2016-01-14,2016-01-14,gunfire,Israeli security forces,2016
21.0,M,Palestinian,Gaza Strip,2016-01-13,2016-01-13,gunfire,Israeli security forces,2016
22.0,M,Palestinian,West Bank,2016-01-12,2016-01-12,gunfire,Israeli security forces,2016
19.0,M,Palestinian,West Bank,2016-01-12,2016-01-12,gunfire,Israeli security forces,2016
17.0,M,Palestinian,West Bank,2016-01-12,2016-01-12,gunfire,Israeli security forces,2016
34.0,M,Palestinian,West Bank,2016-01-09,2016-01-09,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-01-09,2016-01-09,gunfire,Israeli security forces,2016
20.0,M,Palestinian,West Bank,2016-01-07,2016-01-07,gunfire,Israeli security forces,2016
15.0,M,Palestinian,West Bank,2016-01-07,2016-01-07,gunfire,Israeli security forces,2016
17.0,M,Palestinian,West Bank,2016-01-07,2016-01-07,gunfire,Israeli security forces,2016
21.0,M,Palestinian,West Bank,2016-01-07,2016-01-07,gunfire,Israeli security forces,2016
17.0,M,Palestinian,West Bank,2016-01-05,2016-01-05,gunfire,Israeli security forces,2016
21.0,M,Palestinian,West Bank,2015-12-31,2015-12-31,gunfire,Israeli security forces,2015
17.0,M,Palestinian,West Bank,2015-12-27,2015-12-27,gunfire,Israeli security forces,2015
23.0,M,Palestinian,West Bank,2015-12-27,2015-12-27,gunfire,Israeli security forces,2015
56.0,M,Palestinian,West Bank,2015-12-26,2015-12-26,gunfire,Israeli security forces,2015
26.0,M,Palestinian,West Bank,2015-12-26,2015-12-26,gunfire,Israeli security forces,2015
23.0,M,Palestinian,Gaza Strip,2015-12-25,2015-12-25,gunfire,Israeli security forces,2015
39.0,F,Palestinian,West Bank,2015-12-25,2015-12-25,gunfire,Israeli security forces,2015
49.0,M,Palestinian,Gaza Strip,2015-12-25,2015-12-28,gunfire,Israeli security forces,2015
20.0,M,Palestinian,West Bank,2015-12-24,2015-12-24,gunfire,Israeli security forces,2015
25.0,M,Palestinian,West Bank,2015-12-24,2015-12-24,gunfire,Israeli security forces,2015
25.0,M,Palestinian,West Bank,2015-12-24,2015-12-24,gunfire,Israeli security forces,2015
22.0,M,Palestinian,West Bank,2015-12-24,2015-12-24,gunfire,Israeli civilians,2015
21.0,M,Palestinian,West Bank,2015-12-23,2015-12-23,gunfire,Israeli security forces,2015
45.0,M,Israeli,West Bank,2015-12-23,2015-12-23,stabbing,Palestinian civilians,2015
20.0,M,Palestinian,West Bank,2015-12-23,2015-12-23,gunfire,Israeli security forces,2015
34.0,M,Palestinian,West Bank,2015-12-18,2015-12-18,gunfire,Israeli security forces,2015
23.0,M,Palestinian,Gaza Strip,2015-12-18,2015-12-18,gunfire,Israeli security forces,2015
21.0,M,Palestinian,West Bank,2015-12-18,2015-12-18,gunfire,Israeli security forces,2015
15.0,M,Palestinian,West Bank,2015-12-17,2015-12-17,gunfire,Israeli security forces,2015
33.0,M,Palestinian,West Bank,2015-12-16,2015-12-16,gunfire,Israeli security forces,2015
23.0,M,Palestinian,West Bank,2015-12-16,2015-12-16,gunfire,Israeli security forces,2015
56.0,M,Palestinian,West Bank,2015-12-11,2015-12-11,gunfire,Israeli security forces,2015
40.0,M,Palestinian,Gaza Strip,2015-12-11,2015-12-11,gunfire,Israeli security forces,2015
24.0,M,Palestinian,West Bank,2015-12-11,2015-12-11,gunfire,Israeli security forces,2015
21.0,M,Palestinian,West Bank,2015-12-09,2015-12-09,gunfire,Israeli civilians,2015
19.0,M,Palestinian,West Bank,2015-12-08,2015-12-08,gunfire,Israeli security forces,2015
41.0,M,Israeli,West Bank,2015-12-07,2015-12-30,stabbing,Palestinian civilians,2015
21.0,M,Palestinian,West Bank,2015-12-07,2015-12-07,gunfire,Israeli security forces,2015
21.0,M,Palestinian,Israel,2015-12-06,2015-12-06,gunfire,Israeli security forces,2015
19.0,M,Palestinian,West Bank,2015-12-04,2015-12-04,gunfire,Israeli security forces,2015
15.0,M,Palestinian,West Bank,2015-12-04,2015-12-04,gunfire,Israeli security forces,2015
27.0,M,Palestinian,West Bank,2015-12-04,2015-12-04,gunfire,Israeli security forces,2015
21.0,M,Palestinian,West Bank,2015-12-04,2015-12-04,gunfire,Israeli security forces,2015
21.0,M,Palestinian,West Bank,2015-12-03,2015-12-03,gunfire,Israeli security forces,2015
35.0,M,Palestinian,West Bank,2015-12-03,2015-12-03,gunfire,Israeli security forces,2015
20.0,F,Palestinian,West Bank,2015-12-01,2015-12-01,gunfire,Israeli security forces,2015
16.0,M,Palestinian,West Bank,2015-12-01,2015-12-01,gunfire,Israeli security forces,2015
17.0,M,Palestinian,West Bank,2015-11-29,2015-11-29,gunfire,Israeli security forces,2015
38.0,M,Palestinian,West Bank,2015-11-29,2015-11-29,gunfire,Israeli security forces,2015
20.0,M,Palestinian,West Bank,2015-11-27,2015-11-27,gunfire,Israeli security forces,2015
30.0,M,Palestinian,West Bank,2015-11-27,2015-11-27,gunfire,Israeli civilians,2015
19.0,M,Palestinian,West Bank,2015-11-26,2015-11-26,gunfire,Israeli security forces,2015
18.0,M,Palestinian,West Bank,2015-11-26,2015-11-26,gunfire,Israeli security forces,2015
51.0,M,Palestinian,West Bank,2015-11-26,2015-11-26,gunfire,Israeli security forces,2015
20.0,M,Palestinian,West Bank,2015-11-25,2015-11-25,gunfire,Israeli security forces,2015
18.0,F,Palestinian,West Bank,2015-11-23,2015-12-16,gunfire,Israeli security forces,2015
19.0,M,Palestinian,West Bank,2015-11-23,2015-11-23,gunfire,Israeli security forces,2015
14.0,F,Palestinian,Israel,2015-11-23,2015-11-23,gunfire,Israeli security forces,2015
16.0,M,Palestinian,West Bank,2015-11-23,2015-11-23,gunfire,Israeli security forces,2015
31.0,M,Palestinian,West Bank,2015-11-22,2015-11-22,gunfire,Israeli civilians,2015
16.0,F,Palestinian,West Bank,2015-11-22,2015-11-22,gunfire,Israeli security forces,2015
34.0,M,Palestinian,West Bank,2015-11-22,2015-11-22,gunfire,Israeli security forces,2015
21.0,F,Israeli,West Bank,2015-11-22,2015-11-22,stabbing,Palestinian civilians,2015
51.0,M,Israeli,Israel,2015-11-19,2015-11-19,stabbing,Palestinian civilians,2015
32.0,M,Israeli,Israel,2015-11-19,2015-11-19,stabbing,Palestinian civilians,2015
49.0,M,Israeli,West Bank,2015-11-19,2015-11-19,gunfire,Palestinian civilians,2015
24.0,M,Palestinian,West Bank,2015-11-17,2015-11-17,gunfire,Israeli security forces,2015
20.0,M,Palestinian,West Bank,2015-11-16,2015-11-16,gunfire,Israeli security forces,2015
30.0,M,Palestinian,West Bank,2015-11-16,2015-11-16,gunfire,Israeli security forces,2015
18.0,M,Israeli,West Bank,2015-11-13,2015-11-13,gunfire,Palestinian civilians,2015
40.0,M,Israeli,West Bank,2015-11-13,2015-11-13,gunfire,Palestinian civilians,2015
21.0,M,Palestinian,West Bank,2015-11-13,2015-11-13,gunfire,Israeli security forces,2015
20.0,M,Palestinian,West Bank,2015-11-13,2015-11-13,gunfire,Israeli security forces,2015
27.0,M,Palestinian,West Bank,2015-11-12,2015-11-12,gunfire,Israeli security forces,2015
17.0,M,Palestinian,West Bank,2015-11-12,2015-11-13,gunfire,Israeli security forces,2015
16.0,M,Palestinian,West Bank,2015-11-11,2015-11-25,gunfire,Israeli security forces,2015
16.0,M,Palestinian,West Bank,2015-11-10,2015-11-10,gunfire,Israeli security forces,2015
37.0,M,Palestinian,West Bank,2015-11-10,2015-11-10,gunfire,Israeli civilians,2015
24.0,F,Palestinian,West Bank,2015-11-09,2015-11-09,gunfire,Israeli security forces,2015
22.0,M,Palestinian,West Bank,2015-11-08,2015-11-08,gunfire,Israeli security forces,2015
23.0,M,Palestinian,Gaza Strip,2015-11-06,2015-11-06,gunfire,Israeli security forces,2015
72.0,F,Palestinian,West Bank,2015-11-06,2015-11-06,gunfire,Israeli security forces,2015
25.0,M,Palestinian,West Bank,2015-11-05,2015-11-05,gunfire,Israeli security forces,2015
22.0,M,Palestinian,West Bank,2015-11-04,2015-11-04,gunfire,Israeli security forces,2015
16.0,M,Palestinian,West Bank,2015-11-02,2015-11-02,gunfire,Israeli security forces,2015
29.0,M,Palestinian,West Bank,2015-11-01,2015-11-01,gunfire,Israeli security forces,2015
17.0,M,Palestinian,West Bank,2015-10-31,2015-10-31,gunfire,Israeli security forces,2015
19.0,M,Palestinian,West Bank,2015-10-30,2015-10-30,gunfire,Israeli security forces,2015
23.0,M,Palestinian,West Bank,2015-10-29,2015-10-29,gunfire,Israeli security forces,2015
19.0,M,Palestinian,West Bank,2015-10-29,2015-10-29,gunfire,Israeli security forces,2015
22.0,M,Palestinian,West Bank,2015-10-28,2015-10-28,gunfire,Israeli security forces,2015
21.0,M,Palestinian,West Bank,2015-10-27,2015-10-27,gunfire,Israeli security forces,2015
18.0,M,Palestinian,West Bank,2015-10-27,2015-10-27,gunfire,Israeli security forces,2015
22.0,M,Palestinian,West Bank,2015-10-27,2015-10-27,gunfire,Israeli security forces,2015
22.0,M,Palestinian,West Bank,2015-10-26,2015-10-26,gunfire,Israeli security forces,2015
19.0,M,Palestinian,West Bank,2015-10-26,2015-10-26,gunfire,Israeli security forces,2015
19.0,M,Palestinian,West Bank,2015-10-26,2015-10-26,gunfire,Israeli security forces,2015
17.0,F,Palestinian,West Bank,2015-10-25,2015-10-25,gunfire,Israeli security forces,2015
17.0,M,Palestinian,West Bank,2015-10-24,2015-10-24,gunfire,Israeli security forces,2015
20.0,M,Palestinian,Israel,2015-10-22,2015-10-22,gunfire,Israeli security forces,2015
22.0,M,Palestinian,West Bank,2015-10-21,2015-10-21,gunfire,Israeli security forces,2015
24.0,M,Palestinian,West Bank,2015-10-20,2015-10-20,gunfire,Israeli security forces,2015
24.0,M,Palestinian,West Bank,2015-10-20,2015-10-20,gunfire,Israeli security forces,2015
29.0,M,Palestinian,Gaza Strip,2015-10-20,2015-10-20,gunfire,Israeli security forces,2015
15.0,M,Palestinian,West Bank,2015-10-20,2015-10-20,gunfire,Israeli security forces,2015
18.0,M,Palestinian,West Bank,2015-10-20,2015-10-20,gunfire,Israeli security forces,2015
54.0,M,Israeli,West Bank,2015-10-20,2015-10-20,hit by a vehicle,Palestinian civilians,2015
18.0,M,Palestinian,West Bank,2015-10-17,2015-10-17,gunfire,Israeli civilians,2015
24.0,M,Palestinian,West Bank,2015-10-17,2015-10-17,gunfire,Israeli security forces,2015
16.0,M,Palestinian,West Bank,2015-10-17,2015-10-17,gunfire,Israeli security forces,2015
16.0,M,Palestinian,West Bank,2015-10-17,2015-10-17,gunfire,Israeli security forces,2015
16.0,F,Palestinian,West Bank,2015-10-17,2015-10-17,gunfire,Israeli security forces,2015
20.0,M,Palestinian,Gaza Strip,2015-10-16,2015-10-23,gunfire,Israeli security forces,2015
23.0,M,Palestinian,Gaza Strip,2015-10-16,2015-10-16,gunfire,Israeli security forces,2015
24.0,M,Palestinian,Gaza Strip,2015-10-16,2015-10-16,gunfire,Israeli security forces,2015
19.0,M,Palestinian,West Bank,2015-10-16,2015-10-16,gunfire,Israeli security forces,2015
26.0,M,Palestinian,West Bank,2015-10-16,2015-10-16,gunfire,Israeli security forces,2015
19.0,M,Palestinian,West Bank,2015-10-14,2015-10-14,gunfire,Israeli security forces,2015
23.0,M,Palestinian,Israel,2015-10-14,2015-10-14,gunfire,Israeli security forces,2015
51.0,M,Israeli,West Bank,2015-10-13,2015-10-13,0,Palestinian civilians,2015
59.0,M,Israeli,Israel,2015-10-13,2015-10-13,stabbing,Palestinian civilians,2015
76.0,M,Israeli,West Bank,2015-10-13,2015-10-27,0,Palestinian civilians,2015
23.0,M,Palestinian,West Bank,2015-10-13,2015-10-13,gunfire,Israeli security forces,2015
28.0,M,Palestinian,West Bank,2015-10-13,2015-10-13,gunfire,Israeli security forces,2015
